;GO:0045806;GO:1900016;GO:0045444;GO:0051091;GO:0003376;GO:0051044;GO:0002636;GO:0045893;GO:0048168;GO:0043154;GO:0035879;GO:0019722;GO:0050712;GO:0019886;GO:0035556;GO:0035397;GO:0030183;GO:0030260;GO:1902883;GO:0050728;GO:0045577;GO:0043312;GO:0008630;GO:0042102;GO:0097186;GO:0045657;GO:0030217;GO:0097011;GO:0033209;GO:0007219;GO:0045860;GO:0071363;GO:0032355;GO:0030890;GO:0010469;GO:0006090;GO:0030336;GO:0098706;GO:0015677;GO:0007193;GO:0055072;GO:0033280;GO:1903141;GO:0008284;GO:0097191;GO:0043123;GO:0046598;GO:2001190;GO:0006813;GO:0050850;GO:0032507;GO:0010955;GO:0019064;GO:0043011;GO:0070588;GO:0050779;GO:0050731;GO:0050852;GO:0046928;GO:0031295;GO:0050829;GO:0031296;GO:0048305;GO:0007169;GO:0007166;GO:0001782;GO:0006874;GO:0002399;GO:0007204;GO:0050861;GO:0045086;GO:0071260;GO:0071222;GO:0002503;GO:0046330;GO:0006948;GO:0070374;GO:0035723;GO:0035725;GO:0070498;GO:0032496;GO:2001238;GO:0050900;GO:0010524;GO:2001199;GO:2000660;GO:0001819
GO:0097191;0.047799631016701725;0.042064647228987374;0.01468324974140624;0.047799631016701725;0.12659489728285286;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.12659489728285286;0.047799631016701725;0.0;0.12659489728285286;0.042064647228987374;0.01468324974140624;0.0;0.042064647228987374;0.042064647228987374;0.047799631016701725;0.01468324974140624;0.424039135199054;0.047799631016701725;0.0;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.2052608479739753;0.2052608479739753;0.047799631016701725;0.01468324974140624;0.0;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.0;0.0;0.12659489728285286;0.036692364793703955;0.0;0.047799631016701725;0.047799631016701725;1.0;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.0;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.0;0.047799631016701725;0.047799631016701725;0.2052608479739753;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.01468324974140624;0.2052608479739753;0.2052608479739753;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.0;0.047799631016701725;0.2052608479739753;0.0;0.2052608479739753;0.0;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.042064647228987374
GO:0043123;0.047799631016701725;0.1492331351584338;0.0;0.11511873865597294;0.047799631016701725;0.12755981097713553;0.21066859409381297;0.12755981097713553;0.16845680521671735;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.21066859409381297;0.0;0.0;0.1492331351584338;0.1492331351584338;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.0;0.12755981097713553;0.0;0.0;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.0;0.0;0.12755981097713553;0.1786822519641151;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.036692364793703955;0.0;0.047799631016701725;0.12755981097713553;0.047799631016701725;1.0;0.11511873865597294;0.21066859409381297;0.0;0.29215307485716907;0.036692364793703955;0.047799631016701725;0.0;0.0;0.0;0.12755981097713553;0.12755981097713553;0.21066859409381297;0.16845680521671735;0.12755981097713553;0.0;0.12755981097713553;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.25051392497694763;0.12755981097713553;0.0;0.0;0.0;0.29215307485716907;0.0;0.29215307485716907;0.047799631016701725;0.0;0.047799631016701725;0.0;0.25051392497694763;0.0;0.12755981097713553;0.047799631016701725;0.1786822519641151;0.11511873865597294
GO:0046598;0.042064647228987374;0.042064647228987374;0.0;0.11511873865597294;0.042064647228987374;0.11511873865597294;0.11511873865597294;0.11511873865597294;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.11511873865597294;0.0;0.0;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.11511873865597294;0.0;0.11511873865597294;0.0;0.0;0.042064647228987374;0.042064647228987374;0.11511873865597294;0.0;0.0;0.11511873865597294;0.042064647228987374;0.0;0.042064647228987374;0.0;0.0;0.042064647228987374;0.036692364793703955;0.0;0.042064647228987374;0.11511873865597294;0.042064647228987374;0.11511873865597294;1.0;0.11511873865597294;0.0;0.11511873865597294;0.036692364793703955;0.042064647228987374;0.0;0.0;0.0;0.11511873865597294;0.11511873865597294;0.11511873865597294;0.042064647228987374;0.11511873865597294;0.0;0.11511873865597294;0.0;0.042064647228987374;0.042064647228987374;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.11511873865597294;0.11511873865597294;0.0;0.0;0.0;0.11511873865597294;0.0;0.11511873865597294;0.042064647228987374;0.0;0.042064647228987374;0.0;0.11511873865597294;0.0;0.11511873865597294;0.042064647228987374;0.042064647228987374;0.11511873865597294
GO:2001190;0.047799631016701725;0.1492331351584338;0.0;0.11511873865597294;0.047799631016701725;0.12755981097713553;0.3226259128089404;0.12755981097713553;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.3226259128089404;0.0;0.0;0.1492331351584338;0.1492331351584338;0.36790732186408515;0.0;0.047799631016701725;0.45963343123648076;0.0;0.28985679281760435;0.0;0.0;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.0;0.0;0.4023217335208211;0.1492331351584338;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.036692364793703955;0.0;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.21066859409381297;0.11511873865597294;1.0;0.0;0.21066859409381297;0.036692364793703955;0.047799631016701725;0.0;0.0;0.0;0.12755981097713553;0.12755981097713553;0.3226259128089404;0.047799631016701725;0.45963343123648076;0.0;0.4023217335208211;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.3226259128089404;0.12755981097713553;0.0;0.0;0.0;0.21066859409381297;0.0;0.21066859409381297;0.047799631016701725;0.0;0.047799631016701725;0.0;0.21066859409381297;0.0;0.12755981097713553;0.2515269417723919;0.1492331351584338;0.11511873865597294
GO:0006813;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2671917332720723;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14698621595948655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3399226348647472;0.3399226348647472;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.13331334997803274;0.0;0.0;0.0;0.3399226348647472;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14698621595948655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3817162942374057;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0050850;0.047799631016701725;0.1492331351584338;0.0;0.11511873865597294;0.047799631016701725;0.12755981097713553;0.21066859409381297;0.12755981097713553;0.16845680521671735;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.21066859409381297;0.0;0.0;0.1492331351584338;0.1492331351584338;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.0;0.12755981097713553;0.0;0.0;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.0;0.0;0.12755981097713553;0.1786822519641151;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.036692364793703955;0.0;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.29215307485716907;0.11511873865597294;0.21066859409381297;0.0;1.0;0.036692364793703955;0.047799631016701725;0.0;0.0;0.0;0.12755981097713553;0.12755981097713553;0.21066859409381297;0.16845680521671735;0.12755981097713553;0.0;0.12755981097713553;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.25051392497694763;0.12755981097713553;0.0;0.0;0.0;0.29215307485716907;0.0;0.29215307485716907;0.047799631016701725;0.0;0.047799631016701725;0.0;0.25051392497694763;0.0;0.12755981097713553;0.047799631016701725;0.1786822519641151;0.11511873865597294
GO:0032507;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.16702085169111647;0.036692364793703955;0.13331334997803274;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.13331334997803274;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.0;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.13331334997803274;0.13331334997803274;0.036692364793703955;0.16702085169111647;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.13331334997803274;0.036692364793703955;1.0;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.13331334997803274;0.16702085169111647;0.036692364793703955;0.036692364793703955;0.16702085169111647;0.036692364793703955;0.0;0.036692364793703955;0.13331334997803274;0.036692364793703955;0.036692364793703955;0.16702085169111647;0.16702085169111647;0.01468324974140624;0.16702085169111647;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.13331334997803274;0.036692364793703955;0.0;0.036692364793703955;0.01468324974140624;0.16702085169111647;0.036692364793703955;0.036692364793703955;0.036692364793703955
GO:0010955;0.13839445927415203;0.12804570306913615;0.0;0.1356691921375081;0.047799631016701725;0.3162972907616533;0.042064647228987374;0.1356691921375081;0.047799631016701725;0.40173051746419514;0.0;0.047799631016701725;0.13839445927415203;0.0;0.047799631016701725;0.042064647228987374;0.0;0.0;0.12804570306913615;0.12804570306913615;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.047799631016701725;0.19885971868423638;0.0;0.0;0.047799631016701725;0.047799631016701725;0.0;0.13839445927415203;0.0;0.0;0.047799631016701725;0.036692364793703955;0.0;0.13839445927415203;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.0;0.047799631016701725;0.036692364793703955;1.0;0.0;0.0;0.0;0.1356691921375081;0.19885971868423638;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.047799631016701725;0.1890450431733396;0.0;0.0;0.0;0.19885971868423638;0.0;0.19885971868423638;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.13839445927415203;0.13839445927415203;0.042064647228987374
GO:0019064;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.2612752758275315;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;1.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.2612752758275315;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.12408495164008174;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.12408495164008174;0.0;0.2612752758275315;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0
GO:0043011;0.0;0.0;0.22804082589224092;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.20709043845653538;0.01468324974140624;0.0;0.4270147659500895;0.0;0.0;0.0;0.0;0.35241340190297943;0.01468324974140624;0.0;0.1302612429746404;0.0;0.4270147659500895;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;1.0;0.0;0.0;0.0;0.20709043845653538;0.0;0.20709043845653538;0.0;0.20709043845653538;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.20709043845653538;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.20709043845653538;0.01468324974140624;0.0;0.0;0.0
GO:0070588;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3035708264725047;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14698621595948655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3495421932113306;0.3399226348647472;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3399226348647472;0.0;0.13331334997803274;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14698621595948655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3495421932113306;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0050779;0.047799631016701725;0.042064647228987374;0.0;0.15191422087961767;0.047799631016701725;0.40381490008344384;0.11511873865597294;0.2476643438432079;0.16702085169111647;0.10900961301269105;0.0;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.11511873865597294;0.0;0.0;0.042064647228987374;0.042064647228987374;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.0;0.12755981097713553;0.0;0.0;0.047799631016701725;0.047799631016701725;0.1816892161000484;0.0;0.0;0.12755981097713553;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.16702085169111647;0.0;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.12755981097713553;0.0;0.12755981097713553;0.16702085169111647;0.1356691921375081;0.0;0.0;0.0;1.0;0.1816892161000484;0.11511873865597294;0.16702085169111647;0.12755981097713553;0.0;0.12755981097713553;0.0;0.047799631016701725;0.047799631016701725;0.16702085169111647;0.16702085169111647;0.0;0.16702085169111647;0.12755981097713553;0.1816892161000484;0.0;0.0;0.0;0.1816892161000484;0.0;0.1816892161000484;0.047799631016701725;0.0;0.047799631016701725;0.0;0.12755981097713553;0.0;0.16702085169111647;0.047799631016701725;0.047799631016701725;0.11511873865597294
GO:0050731;0.047799631016701725;0.042064647228987374;0.0;0.11511873865597294;0.047799631016701725;0.25118815347651524;0.11511873865597294;0.1816892161000484;0.047799631016701725;0.19885971868423638;0.0;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.11511873865597294;0.0;0.0;0.042064647228987374;0.042064647228987374;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.0;0.12755981097713553;0.0;0.0;0.047799631016701725;0.047799631016701725;0.2970121637671333;0.0;0.0;0.12755981097713553;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.036692364793703955;0.0;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.12755981097713553;0.0;0.12755981097713553;0.036692364793703955;0.19885971868423638;0.0;0.0;0.0;0.1816892161000484;1.0;0.11511873865597294;0.047799631016701725;0.12755981097713553;0.0;0.12755981097713553;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.12755981097713553;0.24457446477495315;0.0;0.0;0.0;0.2970121637671333;0.0;0.2970121637671333;0.047799631016701725;0.0;0.047799631016701725;0.0;0.12755981097713553;0.0;0.12755981097713553;0.047799631016701725;0.047799631016701725;0.11511873865597294
GO:0050852;0.047799631016701725;0.1492331351584338;0.01468324974140624;0.11511873865597294;0.12659489728285286;0.11511873865597294;0.3226259128089404;0.11511873865597294;0.047799631016701725;0.047799631016701725;0.0;0.12659489728285286;0.047799631016701725;0.20709043845653538;0.12659489728285286;0.3226259128089404;0.20709043845653538;0.0;0.1492331351584338;0.1492331351584338;0.2515269417723919;0.20709043845653538;0.12659489728285286;0.28985679281760435;0.0;0.28985679281760435;0.20709043845653538;0.01468324974140624;0.2052608479739753;0.2052608479739753;0.11511873865597294;0.01468324974140624;0.0;0.28985679281760435;0.1492331351584338;0.01468324974140624;0.047799631016701725;0.0;0.0;0.12659489728285286;0.036692364793703955;0.0;0.047799631016701725;0.11511873865597294;0.2052608479739753;0.21066859409381297;0.11511873865597294;0.3226259128089404;0.0;0.21066859409381297;0.036692364793703955;0.047799631016701725;0.01468324974140624;0.20709043845653538;0.0;0.11511873865597294;0.11511873865597294;1.0;0.047799631016701725;0.28985679281760435;0.0;0.28985679281760435;0.01468324974140624;0.2052608479739753;0.2052608479739753;0.20709043845653538;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.3226259128089404;0.11511873865597294;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.21066859409381297;0.0;0.21066859409381297;0.2052608479739753;0.0;0.2052608479739753;0.0;0.21066859409381297;0.20709043845653538;0.11511873865597294;0.2515269417723919;0.1492331351584338;0.11511873865597294
GO:0046928;0.23542160760630382;0.042064647228987374;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.40055823995504786;0.047799631016701725;0.0;0.047799631016701725;0.33382621846353866;0.0;0.047799631016701725;0.042064647228987374;0.0;0.0;0.042064647228987374;0.042064647228987374;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.0;0.047799631016701725;0.16845680521671735;0.0;0.19673256925640645;0.0;0.0;0.047799631016701725;0.16702085169111647;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.16845680521671735;0.042064647228987374;0.047799631016701725;0.0;0.16845680521671735;0.16702085169111647;0.047799631016701725;0.0;0.0;0.0;0.16702085169111647;0.047799631016701725;0.047799631016701725;1.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.16702085169111647;0.16702085169111647;0.0;0.16702085169111647;0.16845680521671735;0.047799631016701725;0.0;0.0;0.0;0.16845680521671735;0.0;0.16845680521671735;0.047799631016701725;0.0;0.047799631016701725;0.0;0.16845680521671735;0.0;0.3178431150425771;0.047799631016701725;0.16845680521671735;0.042064647228987374
GO:0031295;0.047799631016701725;0.042064647228987374;0.0;0.11511873865597294;0.047799631016701725;0.12755981097713553;0.28985679281760435;0.12755981097713553;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.20709043845653538;0.047799631016701725;0.28985679281760435;0.20709043845653538;0.0;0.042064647228987374;0.042064647228987374;0.36790732186408515;0.20709043845653538;0.047799631016701725;0.45963343123648076;0.0;0.28985679281760435;0.20709043845653538;0.0;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.0;0.0;0.4023217335208211;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.036692364793703955;0.0;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.45963343123648076;0.0;0.12755981097713553;0.036692364793703955;0.047799631016701725;0.0;0.20709043845653538;0.0;0.12755981097713553;0.12755981097713553;0.28985679281760435;0.047799631016701725;1.0;0.0;0.5958664249602437;0.0;0.047799631016701725;0.047799631016701725;0.20709043845653538;0.036692364793703955;0.0;0.036692364793703955;0.28985679281760435;0.12755981097713553;0.0;0.0;0.0;0.12755981097713553;0.0;0.12755981097713553;0.047799631016701725;0.0;0.047799631016701725;0.0;0.12755981097713553;0.20709043845653538;0.12755981097713553;0.2515269417723919;0.047799631016701725;0.11511873865597294
GO:0050829;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2612752758275315;0.0;0.0;0.0;0.0;0.17988792517482602;0.0;0.0;0.0;0.0;0.11807622278079505;0.0;0.0;0.0;0.11807622278079505;0.11807622278079505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25275595634260717;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2612752758275315;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25275595634260717;0.307600388966433;0.0;0.0;0.2612752758275315;0.0;0.0;0.0;0.0;0.307600388966433;0.0;0.0;0.0;0.0;0.0;0.0
GO:0031296;0.047799631016701725;0.042064647228987374;0.0;0.11511873865597294;0.047799631016701725;0.12755981097713553;0.28985679281760435;0.12755981097713553;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.20709043845653538;0.047799631016701725;0.28985679281760435;0.20709043845653538;0.0;0.042064647228987374;0.042064647228987374;0.45911555624142997;0.20709043845653538;0.047799631016701725;0.4023217335208211;0.0;0.28985679281760435;0.20709043845653538;0.0;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.0;0.0;0.4802734889304517;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.036692364793703955;0.0;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.4023217335208211;0.0;0.12755981097713553;0.036692364793703955;0.047799631016701725;0.0;0.20709043845653538;0.0;0.12755981097713553;0.12755981097713553;0.28985679281760435;0.047799631016701725;0.5958664249602437;0.0;1.0;0.0;0.047799631016701725;0.047799631016701725;0.20709043845653538;0.036692364793703955;0.0;0.036692364793703955;0.28985679281760435;0.12755981097713553;0.0;0.0;0.0;0.12755981097713553;0.0;0.12755981097713553;0.047799631016701725;0.0;0.047799631016701725;0.0;0.12755981097713553;0.20709043845653538;0.12755981097713553;0.2515269417723919;0.047799631016701725;0.11511873865597294
GO:0048305;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.21812588790229387;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.2991519927136402;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.14698621595948655;0.14698621595948655;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.14698621595948655;0.0;0.13331334997803274;0.0;0.01468324974140624;0.01468324974140624;0.14698621595948655;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;1.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.14698621595948655;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0
GO:0007169;0.047799631016701725;0.042064647228987374;0.01468324974140624;0.047799631016701725;0.12659489728285286;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.12659489728285286;0.047799631016701725;0.0;0.12659489728285286;0.042064647228987374;0.01468324974140624;0.0;0.042064647228987374;0.042064647228987374;0.047799631016701725;0.01468324974140624;0.12659489728285286;0.047799631016701725;0.0;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.2052608479739753;0.2052608479739753;0.047799631016701725;0.01468324974140624;0.0;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.0;0.0;0.12659489728285286;0.036692364793703955;0.0;0.047799631016701725;0.047799631016701725;0.2052608479739753;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.0;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.0;0.047799631016701725;0.047799631016701725;0.2052608479739753;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.01468324974140624;1.0;0.2052608479739753;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.0;0.047799631016701725;0.2052608479739753;0.0;0.2052608479739753;0.0;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.042064647228987374
GO:0007166;0.047799631016701725;0.042064647228987374;0.01468324974140624;0.047799631016701725;0.12659489728285286;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.12659489728285286;0.047799631016701725;0.0;0.12659489728285286;0.042064647228987374;0.01468324974140624;0.0;0.042064647228987374;0.042064647228987374;0.047799631016701725;0.01468324974140624;0.12659489728285286;0.047799631016701725;0.0;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.2052608479739753;0.2052608479739753;0.047799631016701725;0.01468324974140624;0.0;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.0;0.0;0.12659489728285286;0.036692364793703955;0.0;0.047799631016701725;0.047799631016701725;0.2052608479739753;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.0;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.0;0.047799631016701725;0.047799631016701725;0.2052608479739753;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.01468324974140624;0.2052608479739753;1.0;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.0;0.047799631016701725;0.2052608479739753;0.0;0.2052608479739753;0.0;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.042064647228987374
