GO:0007186;GO:0030183;0.03652580048284384
GO:0007186;GO:0031284;0.09361231063391284
GO:0007186;GO:0033141;0.09957442258726
GO:0007186;GO:0042100;0.03273283404745692
GO:0007186;GO:0006355;0.22504831644550366
GO:0007186;GO:0002286;0.033975839112110974
GO:0007186;GO:0022400;0.10107942100897474
GO:0007186;GO:0060337;0.3021487744587224
GO:0007186;GO:0002323;0.031049912955874774
GO:0007186;GO:0010469;0.1538261897000977
GO:0030183;GO:0042100;0.8492483640245458
GO:0030183;GO:0002286;0.7194696739248996
GO:0030183;GO:0060337;0.02648033454734907
GO:0030183;GO:0002323;0.6713110766247982
GO:0030183;GO:0045087;0.46663773115012513
GO:0030183;GO:0051607;0.41201993298242345
GO:0031284;GO:0033141;0.39038932113238944
GO:0031284;GO:0006355;0.3157925431170198
GO:0031284;GO:0022400;0.06666408757712484
GO:0031284;GO:0060337;0.07208375538421956
GO:0031284;GO:0010469;0.3159473544392888
GO:0033141;GO:0006355;0.2559186426123921
GO:0033141;GO:0022400;0.26029946296843265
GO:0033141;GO:0060337;0.07556788275726889
GO:0033141;GO:0010469;0.34080486325970705
GO:0042100;GO:0002286;0.664909537929978
GO:0042100;GO:0060337;0.02442817928886379
GO:0042100;GO:0002323;0.623568243068799
GO:0042100;GO:0045087;0.42231060038035884
GO:0042100;GO:0051607;0.377073560964833
GO:0006355;GO:0022400;0.11413290833506062
GO:0006355;GO:0060337;0.13099488777384902
GO:0006355;GO:0010469;0.18624235690496158
GO:0002286;GO:0060337;0.02511386281337831
GO:0002286;GO:0002323;0.8417326322310636
GO:0002286;GO:0045087;0.4369333280388933
GO:0002286;GO:0051607;0.5451475721403111
GO:0022400;GO:0060337;0.07643152782602118
GO:0022400;GO:0010469;0.3455150858033989
GO:0060337;GO:0002323;0.023478491095351297
GO:0060337;GO:0010469;0.1031859802312741
GO:0002323;GO:0045087;0.40236119446420615
GO:0002323;GO:0051607;0.5064376454207955
GO:0043330;GO:0045087;0.2458055623996742
GO:0043330;GO:0051607;0.21898654603528353
GO:0043330;GO:0050911;0.23842952107767412
GO:0045087;GO:0051607;0.6725217637905795
GO:0045087;GO:0050911;0.32355415276688543
GO:0051607;GO:0050911;0.27863635427347766

