;GO:1900454;GO:0045963;GO:0043542;GO:0051092;GO:0045766;GO:0060326;GO:0001666;GO:0009308;GO:0051926;GO:2000353;GO:0032689;GO:0051248;GO:0030183;GO:1905875;GO:0002291;GO:0034142;GO:0043312;GO:0042102;GO:0043113;GO:0043315;GO:1990771;GO:2000406;GO:0002523;GO:0035987;GO:0002728;GO:0035307;GO:2000363;GO:0032755;GO:0031623;GO:0071404;GO:0008360;GO:0046718;GO:0035584;GO:0045429;GO:0090314;GO:1900271;GO:2001198;GO:1903980;GO:1905564;GO:0090074;GO:0002223;GO:0002774;GO:0045591;GO:0045471;GO:0050730;GO:0002534;GO:0007229;GO:0002578;GO:0019221;GO:0034446;GO:0071356;GO:0050776;GO:0060333;GO:0033198;GO:0050904;GO:1903238;GO:0035094;GO:1901216;GO:0001774;GO:0002666;GO:0071222;GO:0045123;GO:0042130;GO:0006909;GO:0030593;GO:0072678;GO:0032496;GO:0050900;GO:0071345;GO:0035924;GO:0032930
GO:0031623;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.06501482195767329;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.23890105842610806;0.0;0.13331334997803274;0.0;0.4273928813271549;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;1.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.36643564045919497;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0
GO:0071404;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.11807622278079505;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;1.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.21955571243929653;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.21955571243929653;0.0;0.01468324974140624;0.32007381485369474;0.01468324974140624;0.0;0.19673256925640645;0.0;0.01468324974140624;0.0;0.21955571243929653;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.21955571243929653;0.01468324974140624;0.21955571243929653;0.21955571243929653;0.0
GO:0008360;0.16702085169111647;0.047799631016701725;0.0;0.047799631016701725;0.2946054623034586;0.0;0.0;0.0;0.042064647228987374;0.047799631016701725;0.042064647228987374;0.042064647228987374;0.0;0.20397374928165476;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.042064647228987374;0.047799631016701725;0.036692364793703955;0.042064647228987374;0.0;0.0;1.0;0.0;0.047799631016701725;0.16702085169111647;0.042064647228987374;0.16702085169111647;0.20397374928165476;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.047799631016701725;0.20397374928165476;0.0;0.047799631016701725;0.0;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.0;0.0;0.042064647228987374;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.20397374928165476;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.047799631016701725
GO:0046718;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0035584;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.01468324974140624;0.0;0.0;0.042064647228987374;0.047799631016701725;0.042064647228987374;0.042064647228987374;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.12659489728285286;0.01468324974140624;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.047799631016701725;0.036692364793703955;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.0;1.0;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.12659489728285286;0.12659489728285286;0.047799631016701725;0.0;0.047799631016701725;0.0;0.12659489728285286;0.042064647228987374;0.12659489728285286;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.12659489728285286;0.0;0.01468324974140624;0.047799631016701725;0.0;0.047799631016701725;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.047799631016701725
GO:0045429;0.16702085169111647;0.10900961301269105;0.0;0.14212163039839543;0.11511873865597294;0.0;0.0;0.0;0.042064647228987374;0.12755981097713553;0.042064647228987374;0.10900961301269105;0.0;0.047799631016701725;0.0;0.11511873865597294;0.0;0.12755981097713553;0.0;0.12755981097713553;0.0;0.12755981097713553;0.0;0.0;0.042064647228987374;0.1816892161000484;0.036692364793703955;0.11511873865597294;0.0;0.0;0.16702085169111647;0.0;0.047799631016701725;1.0;0.11511873865597294;0.16702085169111647;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.036692364793703955;0.11511873865597294;0.047799631016701725;0.12755981097713553;0.0;0.10900961301269105;0.0;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.0;0.0;0.042064647228987374;0.047799631016701725;0.0;0.0;0.12755981097713553;0.0;0.12755981097713553;0.0;0.11511873865597294;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5420575741802593
GO:0090314;0.11511873865597294;0.042064647228987374;0.0;0.11511873865597294;0.11511873865597294;0.0;0.0;0.0;0.23542160760630382;0.11511873865597294;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.0;0.11511873865597294;0.0;0.11511873865597294;0.0;0.3033452914461477;0.0;0.19673256925640645;0.0;0.0;0.042064647228987374;0.11511873865597294;0.036692364793703955;0.11511873865597294;0.0;0.0;0.042064647228987374;0.0;0.042064647228987374;0.11511873865597294;1.0;0.042064647228987374;0.042064647228987374;0.11511873865597294;0.11511873865597294;0.036692364793703955;0.11511873865597294;0.042064647228987374;0.11511873865597294;0.0;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.0;0.042064647228987374;0.042064647228987374;0.0;0.0;0.19673256925640645;0.0;0.11511873865597294;0.0;0.11511873865597294;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11511873865597294
GO:1900271;0.4729208564096336;0.047799631016701725;0.0;0.047799631016701725;0.042064647228987374;0.0;0.0;0.0;0.042064647228987374;0.047799631016701725;0.042064647228987374;0.042064647228987374;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.042064647228987374;0.047799631016701725;0.036692364793703955;0.042064647228987374;0.0;0.0;0.16702085169111647;0.0;0.047799631016701725;0.16702085169111647;0.042064647228987374;1.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.0;0.0;0.042064647228987374;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.042064647228987374;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.047799631016701725
GO:2001198;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.23094064297706635;0.0;0.0;0.0;0.042064647228987374;0.047799631016701725;0.18922943134840794;0.042064647228987374;0.0;0.047799631016701725;0.0;0.2515269417723919;0.0;0.2515269417723919;0.0;0.2515269417723919;0.0;0.2515269417723919;0.0;0.0;0.2515269417723919;0.047799631016701725;0.036692364793703955;0.18922943134840794;0.0;0.0;0.20397374928165476;0.0;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.047799631016701725;1.0;0.2515269417723919;0.047799631016701725;0.036692364793703955;0.2515269417723919;0.2515269417723919;0.4324399819200613;0.0;0.047799631016701725;0.0;0.047799631016701725;0.2515269417723919;0.047799631016701725;0.0;0.0;0.2515269417723919;0.047799631016701725;0.0;0.0;0.2515269417723919;0.0;0.047799631016701725;0.0;0.2515269417723919;0.0;0.0;0.2515269417723919;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.047799631016701725
GO:1903980;0.11511873865597294;0.047799631016701725;0.0;0.11511873865597294;0.11511873865597294;0.0;0.0;0.0;0.042064647228987374;0.12755981097713553;0.042064647228987374;0.042064647228987374;0.0;0.047799631016701725;0.0;0.28985679281760435;0.0;0.3919018271710533;0.0;0.3919018271710533;0.0;0.28985679281760435;0.0;0.0;0.2515269417723919;0.12755981097713553;0.036692364793703955;0.11511873865597294;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.047799631016701725;0.2515269417723919;1.0;0.12755981097713553;0.036692364793703955;0.28985679281760435;0.2515269417723919;0.3919018271710533;0.0;0.047799631016701725;0.0;0.047799631016701725;0.2515269417723919;0.047799631016701725;0.0;0.0;0.2515269417723919;0.047799631016701725;0.0;0.0;0.28985679281760435;0.0;0.12755981097713553;0.0;0.28985679281760435;0.0;0.0;0.3546209716205755;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12755981097713553
GO:1905564;0.11511873865597294;0.047799631016701725;0.0;0.11511873865597294;0.11511873865597294;0.0;0.0;0.0;0.042064647228987374;0.12755981097713553;0.042064647228987374;0.042064647228987374;0.0;0.047799631016701725;0.0;0.11511873865597294;0.0;0.30562333868781577;0.0;0.12755981097713553;0.0;0.12755981097713553;0.0;0.0;0.042064647228987374;0.12755981097713553;0.036692364793703955;0.11511873865597294;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.047799631016701725;0.047799631016701725;0.12755981097713553;1.0;0.036692364793703955;0.11511873865597294;0.047799631016701725;0.12755981097713553;0.0;0.047799631016701725;0.0;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.0;0.0;0.042064647228987374;0.047799631016701725;0.0;0.0;0.12755981097713553;0.0;0.12755981097713553;0.0;0.11511873865597294;0.0;0.0;0.24636553155839747;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12755981097713553
GO:0090074;0.036692364793703955;0.036692364793703955;0.0;0.17530917548795347;0.036692364793703955;0.0;0.0;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.0;0.036692364793703955;0.0;0.036692364793703955;0.0;0.036692364793703955;0.0;0.036692364793703955;0.0;0.0;0.036692364793703955;0.036692364793703955;0.17530917548795347;0.036692364793703955;0.0;0.0;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;1.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.0;0.036692364793703955;0.036692364793703955;0.0;0.0;0.036692364793703955;0.0;0.036692364793703955;0.0;0.036692364793703955;0.0;0.0;0.036692364793703955;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.036692364793703955
GO:0002223;0.11511873865597294;0.047799631016701725;0.01468324974140624;0.11511873865597294;0.11511873865597294;0.01468324974140624;0.0;0.0;0.042064647228987374;0.11511873865597294;0.042064647228987374;0.042064647228987374;0.20709043845653538;0.047799631016701725;0.20709043845653538;0.47531348230829473;0.20709043845653538;0.28985679281760435;0.0;0.3226259128089404;0.0;0.28985679281760435;0.20709043845653538;0.01468324974140624;0.397685014700051;0.11511873865597294;0.036692364793703955;0.11511873865597294;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.0;0.12659489728285286;0.11511873865597294;0.11511873865597294;0.047799631016701725;0.2515269417723919;0.28985679281760435;0.11511873865597294;0.036692364793703955;1.0;0.38293538010001654;0.28985679281760435;0.0;0.047799631016701725;0.0;0.2052608479739753;0.2515269417723919;0.2052608479739753;0.01468324974140624;0.01468324974140624;0.29114835073653533;0.2052608479739753;0.0;0.20709043845653538;0.28985679281760435;0.0;0.11511873865597294;0.20709043845653538;0.28985679281760435;0.01468324974140624;0.20709043845653538;0.2515269417723919;0.0;0.20709043845653538;0.20709043845653538;0.0;0.20709043845653538;0.01468324974140624;0.01468324974140624;0.11511873865597294
GO:0002774;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.01468324974140624;0.0;0.0;0.042064647228987374;0.047799631016701725;0.042064647228987374;0.042064647228987374;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.3613460286332002;0.01468324974140624;0.2515269417723919;0.0;0.29114835073653533;0.0;0.2515269417723919;0.01468324974140624;0.01468324974140624;0.29114835073653533;0.047799631016701725;0.036692364793703955;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.0;0.12659489728285286;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.2515269417723919;0.2515269417723919;0.047799631016701725;0.036692364793703955;0.38293538010001654;1.0;0.2515269417723919;0.0;0.047799631016701725;0.0;0.2052608479739753;0.2515269417723919;0.2052608479739753;0.01468324974140624;0.01468324974140624;0.29114835073653533;0.2052608479739753;0.0;0.01468324974140624;0.2515269417723919;0.0;0.047799631016701725;0.01468324974140624;0.2515269417723919;0.01468324974140624;0.01468324974140624;0.2515269417723919;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.047799631016701725
GO:0045591;0.11511873865597294;0.047799631016701725;0.0;0.11511873865597294;0.2688665324497557;0.0;0.0;0.0;0.042064647228987374;0.12755981097713553;0.18922943134840794;0.042064647228987374;0.0;0.047799631016701725;0.0;0.28985679281760435;0.0;0.45963343123648076;0.0;0.3919018271710533;0.0;0.28985679281760435;0.0;0.0;0.2515269417723919;0.12755981097713553;0.036692364793703955;0.24944431948534626;0.0;0.0;0.20397374928165476;0.0;0.047799631016701725;0.12755981097713553;0.11511873865597294;0.047799631016701725;0.4324399819200613;0.3919018271710533;0.12755981097713553;0.036692364793703955;0.28985679281760435;0.2515269417723919;1.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.2515269417723919;0.047799631016701725;0.0;0.0;0.2515269417723919;0.047799631016701725;0.0;0.0;0.45506432991304213;0.0;0.12755981097713553;0.0;0.28985679281760435;0.0;0.0;0.424039135199054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12755981097713553
GO:0045471;0.0;0.0;0.0;0.0;0.0;0.0;0.11807622278079505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21955571243929653;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21955571243929653;0.0;0.0;0.3265069239385585;0.0;0.0;0.3940665660283042;0.0;0.0;0.0;0.26593385309172635;0.0;0.0;0.0;0.0;0.0;0.26593385309172635;0.0;0.21955571243929653;0.21955571243929653;0.0
GO:0050730;0.047799631016701725;0.10900961301269105;0.0;0.10900961301269105;0.042064647228987374;0.0;0.0;0.0;0.042064647228987374;0.047799631016701725;0.042064647228987374;0.1890450431733396;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.042064647228987374;0.23617816366413516;0.036692364793703955;0.042064647228987374;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.10900961301269105;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;1.0;0.0;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.0;0.0;0.042064647228987374;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.042064647228987374;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10577604256148812
GO:0002534;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0007229;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.01468324974140624;0.0;0.0;0.042064647228987374;0.047799631016701725;0.042064647228987374;0.042064647228987374;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.12659489728285286;0.01468324974140624;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.047799631016701725;0.036692364793703955;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.0;0.12659489728285286;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.2052608479739753;0.2052608479739753;0.047799631016701725;0.0;0.047799631016701725;0.0;1.0;0.042064647228987374;0.2052608479739753;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.2052608479739753;0.0;0.01468324974140624;0.047799631016701725;0.0;0.047799631016701725;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.047799631016701725
GO:0002578;0.042064647228987374;0.12804570306913615;0.0;0.042064647228987374;0.042064647228987374;0.0;0.0;0.0;0.12804570306913615;0.042064647228987374;0.12804570306913615;0.12804570306913615;0.0;0.12804570306913615;0.0;0.2515269417723919;0.0;0.2515269417723919;0.0;0.2515269417723919;0.0;0.2515269417723919;0.0;0.0;0.38719244885860515;0.042064647228987374;0.036692364793703955;0.042064647228987374;0.0;0.0;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.2515269417723919;0.2515269417723919;0.042064647228987374;0.036692364793703955;0.2515269417723919;0.2515269417723919;0.2515269417723919;0.0;0.042064647228987374;0.0;0.042064647228987374;1.0;0.042064647228987374;0.0;0.0;0.2515269417723919;0.042064647228987374;0.0;0.0;0.2515269417723919;0.0;0.042064647228987374;0.0;0.2515269417723919;0.0;0.0;0.38719244885860515;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.042064647228987374
GO:0019221;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.01468324974140624;0.0;0.0;0.042064647228987374;0.047799631016701725;0.042064647228987374;0.042064647228987374;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.12659489728285286;0.01468324974140624;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.047799631016701725;0.036692364793703955;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.0;0.12659489728285286;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.2052608479739753;0.2052608479739753;0.047799631016701725;0.0;0.047799631016701725;0.0;0.2052608479739753;0.042064647228987374;1.0;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.338483172736548;0.0;0.01468324974140624;0.047799631016701725;0.0;0.047799631016701725;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.047799631016701725
GO:0034446;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.1890450431733396;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.1890450431733396;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;1.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0
GO:0071356;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.11807622278079505;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.21955571243929653;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.21955571243929653;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;1.0;0.0;0.01468324974140624;0.21955571243929653;0.01468324974140624;0.0;0.19673256925640645;0.0;0.01468324974140624;0.0;0.26838521347675653;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.21955571243929653;0.01468324974140624;0.389258783642085;0.26838521347675653;0.0
GO:0050776;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.0;0.0;0.0;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.0;0.29114835073653533;0.0;0.2515269417723919;0.0;0.29114835073653533;0.0;0.2515269417723919;0.0;0.0;0.29114835073653533;0.042064647228987374;0.036692364793703955;0.042064647228987374;0.0;0.0;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.2515269417723919;0.2515269417723919;0.042064647228987374;0.036692364793703955;0.29114835073653533;0.29114835073653533;0.2515269417723919;0.0;0.042064647228987374;0.0;0.042064647228987374;0.2515269417723919;0.042064647228987374;0.0;0.0;1.0;0.042064647228987374;0.0;0.0;0.2515269417723919;0.0;0.042064647228987374;0.0;0.2515269417723919;0.0;0.0;0.2515269417723919;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.042064647228987374
GO:0060333;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.01468324974140624;0.0;0.0;0.042064647228987374;0.047799631016701725;0.042064647228987374;0.042064647228987374;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.12659489728285286;0.01468324974140624;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.047799631016701725;0.036692364793703955;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.0;0.12659489728285286;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.2052608479739753;0.2052608479739753;0.047799631016701725;0.0;0.047799631016701725;0.0;0.2052608479739753;0.042064647228987374;0.338483172736548;0.01468324974140624;0.01468324974140624;0.042064647228987374;1.0;0.0;0.01468324974140624;0.047799631016701725;0.0;0.047799631016701725;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.047799631016701725
GO:0033198;0.0;0.0;0.0;0.0;0.0;0.0;0.11807622278079505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.32007381485369474;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3265069239385585;0.0;0.0;0.0;0.0;0.0;0.0;0.21955571243929653;0.0;0.0;1.0;0.0;0.0;0.3265069239385585;0.0;0.0;0.0;0.26593385309172635;0.0;0.0;0.0;0.0;0.0;0.26593385309172635;0.0;0.21955571243929653;0.21955571243929653;0.0
GO:0050904;0.0;0.0;0.30391006423958095;0.0;0.0;0.30391006423958095;0.0;0.0;0.0;0.0;0.0;0.0;0.20709043845653538;0.0;0.20709043845653538;0.20709043845653538;0.20709043845653538;0.0;0.0;0.0;0.0;0.0;0.39853853920543625;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20709043845653538;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;1.0;0.0;0.0;0.0;0.20709043845653538;0.0;0.01468324974140624;0.39853853920543625;0.0;0.0;0.39853853920543625;0.39853853920543625;0.0;0.39853853920543625;0.01468324974140624;0.01468324974140624;0.0
GO:1903238;0.11511873865597294;0.047799631016701725;0.0;0.11511873865597294;0.11511873865597294;0.0;0.0;0.0;0.19673256925640645;0.12755981097713553;0.042064647228987374;0.042064647228987374;0.0;0.047799631016701725;0.0;0.28985679281760435;0.0;0.45506432991304213;0.0;0.28985679281760435;0.0;0.5069811531378834;0.0;0.0;0.2515269417723919;0.12755981097713553;0.036692364793703955;0.11511873865597294;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.12755981097713553;0.19673256925640645;0.047799631016701725;0.2515269417723919;0.28985679281760435;0.12755981097713553;0.036692364793703955;0.28985679281760435;0.2515269417723919;0.45506432991304213;0.0;0.047799631016701725;0.0;0.047799631016701725;0.2515269417723919;0.047799631016701725;0.0;0.0;0.2515269417723919;0.047799631016701725;0.0;0.0;1.0;0.0;0.12755981097713553;0.0;0.28985679281760435;0.0;0.0;0.424039135199054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12755981097713553
