;GO:0008584;GO:0035162;GO:0032693;GO:1903364;GO:0038155;GO:1901741;GO:1901224;GO:0060009;GO:0042531;GO:0060644;GO:0090290;GO:0045766;GO:0000188;GO:0032725;GO:0045892;GO:0045893;GO:0001701;GO:0032729;GO:0034105;GO:0010536;GO:0035556;GO:2000095;GO:0050729;GO:1904864;GO:0090190;GO:0045662;GO:0001954;GO:0051496;GO:0048013;GO:0030098;GO:0008285;GO:0008284;GO:0045787;GO:0045663;GO:0045944;GO:0033081;GO:0032825;GO:0045672;GO:0019221;GO:0043011;GO:0045670;GO:0051142;GO:0001649;GO:0034446;GO:2000134;GO:0030885;GO:0048709;GO:0008295;GO:0002230;GO:0060018;GO:0072197;GO:0032819;GO:0043382;GO:0001934;GO:0050900;GO:0038114;GO:0021915;GO:0018108;GO:0032092;GO:0046777;GO:0045444;GO:0046533;GO:0043666;GO:0061138;GO:0032091;GO:0050870;GO:0035914;GO:0016055;GO:0051607;GO:0032760;GO:0070884;GO:0019722;GO:0033690;GO:0009083;GO:0060271;GO:0014032;GO:0090023;GO:0003382;GO:0090263;GO:0042104;GO:0007616;GO:0097055;GO:0001755;GO:0010469;GO:0001916;GO:0050766;GO:0018105;GO:0030336;GO:0030335;GO:0060221;GO:0090630;GO:1904674;GO:1904677;GO:0006469;GO:0000122;GO:0009968;GO:0045595;GO:0072289;GO:2000737;GO:0032740;GO:0035735;GO:0033674;GO:2000330;GO:0035335;GO:0014015;GO:0050829;GO:0006351;GO:0006355;GO:0048469;GO:0046329;GO:0007602;GO:0006357;GO:0090090;GO:0032735;GO:0048873;GO:0043066;GO:0045087;GO:0072034;GO:0042098;GO:0070374;GO:0071864;GO:0033147;GO:0002827;GO:0030277;GO:0033388;GO:0016266;GO:0032733;GO:0071866;GO:2000103
GO:0003382;0.125;0.1333333333333333;0.0;0.0;0.125;0.0;0.0;0.2666666666666667;0.0;0.33333333333333337;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.1428571428571429;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11764705882352944;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1333333333333333;0.19999999999999996;0.0;0.0;0.36363636363636365;0.7692307692307692;0.0;0.0;0.33333333333333337;0.06666666666666665;0.0;0.33333333333333337;0.25;0.0;0.0;0.0;0.1333333333333333;0.125;0.1428571428571429;0.06896551724137934;0.0;0.07407407407407407;0.36363636363636365;0.0;0.0;0.2142857142857143;0.0;0.0;0.36363636363636365;0.125;0.0;0.0;0.0;0.125;0.0;0.06666666666666665;0.2222222222222222;0.2857142857142857;0.0;1.0;0.0;0.0;0.0;0.0;0.1333333333333333;0.0;0.0;0.0;0.06896551724137934;0.0;0.0;0.2666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.08333333333333337;0.0;0.0;0.07407407407407407;0.0;0.0;0.05555555555555558;0.0;0.36363636363636365;0.0;0.08695652173913049;0.0;0.0;0.0;0.0;0.0;0.0;0.07999999999999996;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.050000000000000044;0.07407407407407407;0.0;0.0;0.0
GO:0090263;0.0;0.0;0.13043478260869568;0.16216216216216217;0.19047619047619047;0.18181818181818177;0.7;0.0;0.2857142857142857;0.0;0.2727272727272727;0.15384615384615385;0.125;0.18181818181818177;0.08510638297872342;0.13636363636363635;0.0;0.18181818181818177;0.19999999999999996;0.23728813559322037;0.21052631578947367;0.36;0.26086956521739135;0.16000000000000003;0.125;0.16666666666666663;0.18181818181818177;0.17647058823529416;0.18181818181818177;0.0;0.19999999999999996;0.33333333333333337;0.33333333333333337;0.2727272727272727;0.13043478260869568;0.1333333333333333;0.14634146341463417;0.17142857142857137;0.19999999999999996;0.0;0.15384615384615385;0.12;0.0;0.0;0.125;0.19999999999999996;0.0;0.0;0.15384615384615385;0.0;0.0;0.16666666666666663;0.15094339622641506;0.15384615384615385;0.0;0.19047619047619047;0.0;0.0;0.09090909090909094;0.0;0.0;0.11428571428571432;0.12121212121212122;0.0;0.09090909090909094;0.1875;0.0;0.19047619047619047;0.0;0.16666666666666663;0.4;0.19047619047619047;0.30000000000000004;0.0;0.0;0.0;0.19512195121951215;0.0;1.0;0.13636363636363635;0.0;0.0;0.0;0.4444444444444444;0.1578947368421053;0.23076923076923073;0.0;0.14814814814814814;0.24;0.0;0.07999999999999996;0.16666666666666663;0.2857142857142857;0.07843137254901966;0.08163265306122447;0.36363636363636365;0.2222222222222222;0.0;0.16666666666666663;0.18181818181818177;0.0;0.17647058823529416;0.1095890410958904;0.0;0.19354838709677424;0.0;0.0;0.12903225806451613;0.0;0.14035087719298245;0.1428571428571429;0.125;0.41666666666666663;0.18181818181818177;0.09090909090909094;0.16666666666666663;0.0;0.1333333333333333;0.0;0.3111111111111111;0.30000000000000004;0.3076923076923077;0.23076923076923073;0.07999999999999996;0.0;0.0;0.18181818181818177;0.15384615384615385;0.24
GO:0042104;0.0;0.0;0.07692307692307687;0.1132075471698113;0.10810810810810811;0.12244897959183676;0.13636363636363635;0.0;0.0821917808219178;0.0;0.2941176470588235;0.09523809523809523;0.04761904761904767;0.10526315789473684;0.06349206349206349;0.09999999999999998;0.0;0.10526315789473684;0.11111111111111116;0.07228915662650603;0.11428571428571432;0.08695652173913049;0.09756097560975607;0.09756097560975607;0.08333333333333337;0.09999999999999998;0.16666666666666663;0.12;0.10526315789473684;0.0;0.1428571428571429;0.21212121212121215;0.17647058823529416;0.1578947368421053;0.09677419354838712;0.2195121951219512;0.2857142857142857;0.16326530612244894;0.11111111111111116;0.0;0.12195121951219512;0.8;0.0;0.0;0.08333333333333337;0.21212121212121215;0.0;0.0;0.09523809523809523;0.0;0.0;0.6111111111111112;0.4;0.10909090909090913;0.0;0.10810810810810811;0.0;0.0;0.052631578947368474;0.0;0.0;0.07843137254901966;0.08163265306122447;0.0;0.052631578947368474;0.6363636363636364;0.0;0.10810810810810811;0.0;0.09999999999999998;0.09999999999999998;0.10810810810810811;0.23529411764705888;0.0;0.0;0.0;0.14035087719298245;0.0;0.13636363636363635;1.0;0.0;0.0;0.0;0.10526315789473684;0.11111111111111116;0.1428571428571429;0.0;0.09302325581395354;0.14634146341463417;0.0;0.04878048780487809;0.09999999999999998;0.16216216216216217;0.05970149253731338;0.06153846153846154;0.09523809523809523;0.11764705882352944;0.0;0.09999999999999998;0.10526315789473684;0.0;0.12;0.29333333333333333;0.0;0.12765957446808507;0.0;0.0;0.08510638297872342;0.0;0.051948051948051965;0.09090909090909094;0.08333333333333337;0.08695652173913049;0.10526315789473684;0.052631578947368474;0.09999999999999998;0.0;0.08695652173913049;0.0;0.08695652173913049;0.23529411764705888;0.08695652173913049;0.1428571428571429;0.04878048780487809;0.0;0.0;0.10526315789473684;0.09523809523809523;0.20512820512820518
GO:0007616;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1428571428571429;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.0;0.0;0.0
GO:0097055;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33333333333333337;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1923076923076923;0.0;0.20833333333333337;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18518518518518523;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.1923076923076923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20833333333333337;0.0;0.0;0.1875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23529411764705888;0.20833333333333337;0.0;0.0;0.0
GO:0001755;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.1428571428571429;0.0;0.18181818181818177;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18181818181818177;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1428571428571429;0.1333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666663;0.10526315789473684;0.0;0.0;0.19999999999999996;0.11111111111111116;0.0;0.0;0.18181818181818177;0.07407407407407407;0.0;0.18181818181818177;0.0;0.0;0.0;0.0;0.75;0.15384615384615385;0.0;0.07692307692307687;0.0;0.08333333333333337;0.19999999999999996;0.0;0.0;0.0;0.0;0.0;0.19999999999999996;0.15384615384615385;0.0;0.0;0.0;0.15384615384615385;0.0;0.07407407407407407;0.11764705882352944;0.15384615384615385;0.0;0.1333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.07692307692307687;0.0;0.0;0.1428571428571429;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15000000000000002;0.0;0.0;0.08333333333333337;0.0;0.0;0.06060606060606055;0.0;0.19999999999999996;0.0;0.09999999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.05405405405405406;0.08333333333333337;0.0;0.0;0.0
GO:0010469;0.0;0.0;0.19999999999999996;0.12903225806451613;0.3076923076923077;0.14814814814814814;0.4444444444444444;0.0;0.17021276595744683;0.0;0.25;0.1578947368421053;0.1636363636363637;0.19999999999999996;0.10256410256410253;0.10526315789473684;0.0;0.19999999999999996;0.23076923076923073;0.1607142857142857;0.36363636363636365;0.4444444444444444;0.23529411764705888;0.23529411764705888;0.12;0.25;0.19999999999999996;0.1428571428571429;0.2857142857142857;0.0;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.25;0.09999999999999998;0.18181818181818177;0.11428571428571432;0.13793103448275867;0.33333333333333337;0.0;0.2222222222222222;0.09090909090909094;0.0;0.0;0.16666666666666663;0.33333333333333337;0.0;0.0;0.2222222222222222;0.0;0.0;0.1333333333333333;0.10416666666666663;0.12121212121212122;0.0;0.3076923076923077;0.0;0.0;0.23076923076923073;0.0;0.0;0.14814814814814814;0.20833333333333337;0.0;0.23076923076923073;0.15384615384615385;0.0;0.3076923076923077;0.0;0.17647058823529416;0.6666666666666667;0.3076923076923077;0.2857142857142857;0.0;0.0;0.0;0.13888888888888884;0.0;0.4444444444444444;0.10526315789473684;0.0;0.0;0.0;1.0;0.125;0.19999999999999996;0.0;0.21052631578947367;0.21052631578947367;0.0;0.1875;0.17647058823529416;0.2666666666666667;0.11904761904761907;0.09756097560975607;0.5714285714285714;0.4;0.0;0.25;0.19999999999999996;0.0;0.18518518518518523;0.07352941176470584;0.0;0.16000000000000003;0.0;0.0;0.17391304347826086;0.0;0.16326530612244894;0.19999999999999996;0.16666666666666663;0.4444444444444444;0.19999999999999996;0.1428571428571429;0.25;0.0;0.13043478260869568;0.0;0.18604651162790697;0.2857142857142857;0.4444444444444444;0.19999999999999996;0.11764705882352944;0.0;0.0;0.19999999999999996;0.2222222222222222;0.21052631578947367
GO:0001916;0.0;0.0;0.09090909090909094;0.08163265306122447;0.09375;0.0888888888888889;0.1578947368421053;0.0;0.08955223880597019;0.0;0.11764705882352944;0.11111111111111116;0.05128205128205132;0.125;0.051724137931034475;0.0714285714285714;0.0;0.125;0.1333333333333333;0.07792207792207795;0.09999999999999998;0.09999999999999998;0.18181818181818177;0.08333333333333337;0.09523809523809523;0.08571428571428574;0.125;0.08695652173913049;0.09090909090909094;0.0;0.09677419354838712;0.1333333333333333;0.1333333333333333;0.11764705882352944;0.06896551724137934;0.09999999999999998;0.11764705882352944;0.1333333333333333;0.09677419354838712;0.0;0.11111111111111116;0.09999999999999998;0.0;0.0;0.06976744186046513;0.1333333333333333;0.0;0.0;0.17647058823529416;0.0;0.0;0.13043478260869568;0.2033898305084746;0.07843137254901966;0.0;0.09375;0.0;0.0;0.0625;0.0;0.0;0.06521739130434778;0.06818181818181823;0.0;0.0625;0.1428571428571429;0.0;0.09375;0.0;0.11764705882352944;0.11764705882352944;0.09375;0.125;0.0;0.0;0.0;0.1568627450980392;0.0;0.1578947368421053;0.11111111111111116;0.0;0.0;0.0;0.125;1.0;0.10526315789473684;0.0;0.07894736842105265;0.10810810810810811;0.0;0.05714285714285716;0.11764705882352944;0.12121212121212122;0.048387096774193505;0.050000000000000044;0.11111111111111116;0.10344827586206895;0.0;0.08571428571428574;0.125;0.0;0.08695652173913049;0.21333333333333337;0.0;0.09302325581395354;0.0;0.0;0.0714285714285714;0.0;0.05633802816901412;0.07692307692307687;0.06976744186046513;0.09999999999999998;0.125;0.0625;0.08571428571428574;0.0;0.09999999999999998;0.0;0.09523809523809523;0.125;0.09999999999999998;0.5;0.05714285714285716;0.0;0.0;0.125;0.08108108108108103;0.10810810810810811
GO:0050766;0.0;0.0;0.1428571428571429;0.17142857142857137;0.21052631578947367;0.27586206896551724;0.23076923076923073;0.0;0.10909090909090913;0.0;0.30000000000000004;0.16666666666666663;0.06060606060606055;0.19999999999999996;0.0888888888888889;0.1428571428571429;0.0;0.19999999999999996;0.2222222222222222;0.09230769230769231;0.23529411764705888;0.1428571428571429;0.17391304347826086;0.2272727272727273;0.1333333333333333;0.18181818181818177;0.19999999999999996;0.2666666666666667;0.19999999999999996;0.0;0.2222222222222222;0.375;0.375;0.30000000000000004;0.13636363636363635;0.1428571428571429;0.15384615384615385;0.18181818181818177;0.2222222222222222;0.0;0.16666666666666663;0.125;0.0;0.0;0.1333333333333333;0.2222222222222222;0.0;0.0;0.12;0.0;0.0;0.17647058823529416;0.1132075471698113;0.16216216216216217;0.0;0.21052631578947367;0.0;0.0;0.09999999999999998;0.0;0.0;0.12121212121212122;0.12903225806451613;0.0;0.09999999999999998;0.19999999999999996;0.0;0.21052631578947367;0.0;0.18181818181818177;0.18181818181818177;0.21052631578947367;0.33333333333333337;0.0;0.0;0.0;0.17500000000000004;0.0;0.23076923076923073;0.1428571428571429;0.0;0.0;0.0;0.19999999999999996;0.10526315789473684;1.0;0.0;0.20833333333333337;0.31818181818181823;0.0;0.08695652173913049;0.18181818181818177;0.3157894736842105;0.08163265306122447;0.08510638297872342;0.16666666666666663;0.25;0.0;0.18181818181818177;0.19999999999999996;0.0;0.1875;0.0821917808219178;0.0;0.2068965517241379;0.0;0.0;0.13793103448275867;0.0;0.06779661016949157;0.15384615384615385;0.1333333333333333;0.1428571428571429;0.19999999999999996;0.09999999999999998;0.18181818181818177;0.0;0.1428571428571429;0.0;0.11764705882352944;0.33333333333333337;0.1428571428571429;0.15384615384615385;0.08695652173913049;0.0;0.0;0.19999999999999996;0.16666666666666663;0.26086956521739135
GO:0018105;0.0;0.0;0.0;0.0;0.07407407407407407;0.0;0.0;0.0714285714285714;0.0;0.07999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0714285714285714;0.06896551724137934;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07692307692307687;0.06060606060606055;0.0;0.0;0.08333333333333337;0.0625;0.0;0.0;0.07999999999999996;0.19444444444444442;0.0;0.07999999999999996;0.0;0.0;0.0;0.0;0.07692307692307687;0.07407407407407407;0.0;0.9090909090909091;0.0;0.9047619047619048;0.08333333333333337;0.0;0.0;0.0;0.0;0.0;0.08333333333333337;0.07407407407407407;0.0;0.0;0.0;0.07407407407407407;0.0;0.22857142857142854;0.06451612903225812;0.07407407407407407;0.0;0.06896551724137934;0.0;0.0;0.0;0.1923076923076923;0.07692307692307687;0.0;0.0;0.0;1.0;0.0;0.0;0.0714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05714285714285716;0.0;0.0;0.7391304347826086;0.0;0.0;0.22499999999999998;0.0;0.08333333333333337;0.0;0.05882352941176472;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06666666666666665;0.0;0.0;0.0;0.0;0.0;0.1777777777777778;0.6;0.0;0.0;0.0
GO:0030336;0.0;0.0;0.21052631578947367;0.11111111111111116;0.2222222222222222;0.125;0.14814814814814814;0.0;0.0714285714285714;0.0;0.19047619047619047;0.125;0.09523809523809523;0.15000000000000002;0.1428571428571429;0.09302325581395354;0.0;0.15000000000000002;0.16666666666666663;0.06060606060606055;0.25;0.14814814814814814;0.13043478260869568;0.30000000000000004;0.09999999999999998;0.3157894736842105;0.15000000000000002;0.12121212121212122;0.21052631578947367;0.0;0.4;0.23529411764705888;0.23529411764705888;0.19047619047619047;0.0888888888888889;0.14814814814814814;0.09999999999999998;0.11764705882352944;0.23529411764705888;0.0;0.17391304347826086;0.08163265306122447;0.0;0.0;0.2222222222222222;0.23529411764705888;0.0;0.0;0.125;0.0;0.0;0.11428571428571432;0.07407407407407407;0.10526315789473684;0.0;0.2222222222222222;0.0;0.0;0.10526315789473684;0.0;0.0;0.19999999999999996;0.1333333333333333;0.0;0.10526315789473684;0.12903225806451613;0.0;0.2222222222222222;0.0;0.13636363636363635;0.19047619047619047;0.2222222222222222;0.21052631578947367;0.0;0.0;0.0;0.2432432432432432;0.0;0.14814814814814814;0.09302325581395354;0.0;0.0;0.0;0.21052631578947367;0.07894736842105265;0.20833333333333337;0.0;1.0;0.4736842105263158;0.0;0.09090909090909094;0.13636363636363635;0.19999999999999996;0.13043478260869568;0.13636363636363635;0.2857142857142857;0.2666666666666667;0.0;0.3157894736842105;0.15000000000000002;0.0;0.12121212121212122;0.05405405405405406;0.0;0.1333333333333333;0.0;0.0;0.1428571428571429;0.0;0.1071428571428571;0.16000000000000003;0.13793103448275867;0.24;0.15000000000000002;0.10526315789473684;0.3157894736842105;0.0;0.1071428571428571;0.0;0.07692307692307687;0.21052631578947367;0.24;0.11538461538461542;0.09090909090909094;0.0;0.0;0.15000000000000002;0.2857142857142857;0.16666666666666663
GO:0030335;0.0;0.0;0.15000000000000002;0.17647058823529416;0.2222222222222222;0.19999999999999996;0.24;0.0;0.11111111111111116;0.0;0.3157894736842105;0.17391304347826086;0.06153846153846154;0.21052631578947367;0.09090909090909094;0.14634146341463417;0.0;0.21052631578947367;0.23529411764705888;0.09375;0.25;0.14814814814814814;0.18181818181818177;0.18181818181818177;0.13793103448275867;0.19047619047619047;0.21052631578947367;0.19354838709677424;0.21052631578947367;0.0;0.23529411764705888;0.4;0.4;0.3157894736842105;0.13953488372093026;0.14814814814814814;0.1578947368421053;0.1875;0.23529411764705888;0.0;0.17391304347826086;0.12765957446808507;0.0;0.0;0.13793103448275867;0.23529411764705888;0.0;0.0;0.125;0.0;0.0;0.18181818181818177;0.11538461538461542;0.16666666666666663;0.0;0.2222222222222222;0.0;0.0;0.10526315789473684;0.0;0.0;0.125;0.1333333333333333;0.0;0.10526315789473684;0.2068965517241379;0.0;0.2222222222222222;0.0;0.19047619047619047;0.19047619047619047;0.2222222222222222;0.3529411764705882;0.0;0.0;0.0;0.4375;0.0;0.24;0.14634146341463417;0.0;0.0;0.0;0.21052631578947367;0.10810810810810811;0.31818181818181823;0.0;0.4736842105263158;1.0;0.0;0.09090909090909094;0.19047619047619047;0.33333333333333337;0.08333333333333337;0.08695652173913049;0.17391304347826086;0.2666666666666667;0.0;0.19047619047619047;0.21052631578947367;0.0;0.19354838709677424;0.08333333333333337;0.0;0.2142857142857143;0.0;0.0;0.1428571428571429;0.0;0.06896551724137934;0.16000000000000003;0.13793103448275867;0.14814814814814814;0.21052631578947367;0.10526315789473684;0.19047619047619047;0.0;0.14814814814814814;0.0;0.12;0.3529411764705882;0.14814814814814814;0.16000000000000003;0.09090909090909094;0.0;0.0;0.21052631578947367;0.17391304347826086;0.2727272727272727
GO:0060221;0.1333333333333333;0.1428571428571429;0.0;0.0;0.1333333333333333;0.0;0.0;0.2857142857142857;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.1333333333333333;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.3571428571428571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1428571428571429;0.2777777777777778;0.0;0.0;0.5555555555555556;0.2222222222222222;0.0;0.0;0.5;0.06896551724137934;0.0;0.36363636363636365;0.16666666666666663;0.0;0.0;0.0;0.1428571428571429;0.1333333333333333;0.15384615384615385;0.0714285714285714;0.0;0.07692307692307687;0.5555555555555556;0.0;0.0;0.1428571428571429;0.0;0.0;0.5555555555555556;0.1333333333333333;0.0;0.0;0.0;0.1333333333333333;0.0;0.06896551724137934;0.10526315789473684;0.3076923076923077;0.0;0.2666666666666667;0.0;0.0;0.0;0.0;0.1428571428571429;0.0;0.0;0.0;0.0714285714285714;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1333333333333333;0.0;0.0;0.08695652173913049;0.0;0.0;0.07692307692307687;0.0;0.0;0.05714285714285716;0.0;0.4;0.0;0.09090909090909094;0.0;0.0;0.0;0.0;0.0;0.0;0.08333333333333337;0.11111111111111116;0.0;0.0;0.0;0.0;0.0;0.05128205128205132;0.07692307692307687;0.0;0.0;0.0
GO:0090630;0.0;0.0;0.11764705882352944;0.05882352941176472;0.125;0.06666666666666665;0.07999999999999996;0.0;0.03703703703703709;0.0;0.10526315789473684;0.09523809523809523;0.06557377049180324;0.11764705882352944;0.04761904761904767;0.04878048780487809;0.0;0.11764705882352944;0.1333333333333333;0.09999999999999998;0.1428571428571429;0.07999999999999996;0.09999999999999998;0.09999999999999998;0.07407407407407407;0.10526315789473684;0.11764705882352944;0.06451612903225812;0.11764705882352944;0.0;0.1333333333333333;0.1333333333333333;0.1333333333333333;0.10526315789473684;0.046511627906976716;0.07999999999999996;0.052631578947368474;0.0625;0.1333333333333333;0.0;0.09523809523809523;0.04255319148936165;0.0;0.0;0.07407407407407407;0.1333333333333333;0.0;0.0;0.09523809523809523;0.0;0.0;0.06060606060606055;0.038461538461538436;0.05555555555555558;0.0;0.125;0.0;0.0;0.3076923076923077;0.0;0.0;0.06666666666666665;0.19999999999999996;0.0;0.2142857142857143;0.06896551724137934;0.0;0.125;0.0;0.10526315789473684;0.10526315789473684;0.125;0.11764705882352944;0.0;0.0;0.0;0.050000000000000044;0.0;0.07999999999999996;0.04878048780487809;0.0;0.0;0.0;0.1875;0.05714285714285716;0.08695652173913049;0.0;0.09090909090909094;0.09090909090909094;0.0;1.0;0.10526315789473684;0.11111111111111116;0.09090909090909094;0.045454545454545414;0.09523809523809523;0.15384615384615385;0.0;0.10526315789473684;0.11764705882352944;0.0;0.2222222222222222;0.02777777777777779;0.0;0.0714285714285714;0.0;0.0;0.07692307692307687;0.0;0.0357142857142857;0.08695652173913049;0.07407407407407407;0.07999999999999996;0.11764705882352944;0.1333333333333333;0.10526315789473684;0.0;0.07999999999999996;0.0;0.040000000000000036;0.11764705882352944;0.07999999999999996;0.08695652173913049;0.11111111111111116;0.0;0.0;0.11764705882352944;0.09523809523809523;0.09090909090909094
GO:1904674;0.0;0.0;0.25;0.12121212121212122;0.1875;0.2222222222222222;0.16666666666666663;0.0;0.07547169811320753;0.0;0.2222222222222222;0.5;0.04761904761904767;0.4285714285714286;0.0714285714285714;0.09999999999999998;0.0;0.4285714285714286;0.5;0.06349206349206349;0.2142857142857143;0.21739130434782605;0.21052631578947367;0.15000000000000002;0.36363636363636365;0.2222222222222222;0.25;0.1333333333333333;0.17647058823529416;0.0;0.19999999999999996;0.2857142857142857;0.2857142857142857;0.375;0.09523809523809523;0.21739130434782605;0.24242424242424243;0.2962962962962963;0.19999999999999996;0.0;0.26315789473684215;0.08695652173913049;0.0;0.0;0.11111111111111116;0.19999999999999996;0.0;0.0;0.1428571428571429;0.0;0.0;0.125;0.17021276595744683;0.11428571428571432;0.0;0.1875;0.0;0.0;0.125;0.0;0.0;0.1785714285714286;0.1071428571428571;0.0;0.125;0.1428571428571429;0.0;0.1875;0.0;0.375;0.1578947368421053;0.1875;0.25;0.0;0.0;0.0;0.10256410256410253;0.0;0.16666666666666663;0.09999999999999998;0.0;0.0;0.0;0.17647058823529416;0.11764705882352944;0.18181818181818177;0.0;0.13636363636363635;0.19047619047619047;0.0;0.10526315789473684;1.0;0.23529411764705888;0.06521739130434778;0.06818181818181823;0.1428571428571429;0.33333333333333337;0.0;0.2222222222222222;0.4285714285714286;0.0;0.1333333333333333;0.11940298507462688;0.0;0.34782608695652173;0.0;0.0;0.11538461538461542;0.0;0.0535714285714286;0.13043478260869568;0.11111111111111116;0.12;0.4285714285714286;0.125;0.1578947368421053;0.0;0.4;0.0;0.08163265306122447;0.25;0.12;0.18181818181818177;0.10526315789473684;0.0;0.0;0.4285714285714286;0.1428571428571429;0.47058823529411764
GO:1904677;0.0;0.0;0.1875;0.19999999999999996;0.2857142857142857;0.23076923076923073;0.2857142857142857;0.0;0.12;0.0;0.4;0.21052631578947367;0.06557377049180324;0.2666666666666667;0.09999999999999998;0.16216216216216217;0.0;0.2666666666666667;0.3076923076923077;0.09999999999999998;0.33333333333333337;0.17391304347826086;0.2222222222222222;0.2222222222222222;0.16000000000000003;0.23529411764705888;0.2666666666666667;0.2222222222222222;0.2666666666666667;0.0;0.3076923076923077;0.5454545454545454;0.5454545454545454;0.4;0.15384615384615385;0.17391304347826086;0.17647058823529416;0.2142857142857143;0.3076923076923077;0.0;0.21052631578947367;0.13953488372093026;0.0;0.0;0.16000000000000003;0.3076923076923077;0.0;0.0;0.15000000000000002;0.0;0.0;0.2068965517241379;0.125;0.1875;0.0;0.2857142857142857;0.0;0.0;0.1333333333333333;0.0;0.0;0.1428571428571429;0.15384615384615385;0.0;0.1333333333333333;0.24;0.0;0.2857142857142857;0.0;0.23529411764705888;0.23529411764705888;0.2857142857142857;0.46153846153846156;0.0;0.0;0.0;0.16666666666666663;0.0;0.2857142857142857;0.16216216216216217;0.0;0.0;0.0;0.2666666666666667;0.12121212121212122;0.3157894736842105;0.0;0.19999999999999996;0.33333333333333337;0.0;0.11111111111111116;0.23529411764705888;1.0;0.09090909090909094;0.09523809523809523;0.21052631578947367;0.36363636363636365;0.0;0.23529411764705888;0.2666666666666667;0.0;0.2222222222222222;0.08823529411764708;0.0;0.25;0.0;0.0;0.16666666666666663;0.0;0.07407407407407407;0.19047619047619047;0.16000000000000003;0.17391304347826086;0.2666666666666667;0.1333333333333333;0.23529411764705888;0.0;0.17391304347826086;0.0;0.13043478260869568;0.46153846153846156;0.17391304347826086;0.19047619047619047;0.11111111111111116;0.0;0.0;0.2666666666666667;0.21052631578947367;0.33333333333333337
